loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.6859,2.7939705848693848,2e-05,9.742790335151988e-05,1,,,,,
0.6284,2.2231950759887695,1.9962977396726423e-05,0.0019485580670303975,20,,,,,
0.6199,4.04329776763916,1.9924006235385815e-05,0.003897116134060795,40,,,,,
0.5698,2.3600971698760986,1.988503507404521e-05,0.005845674201091193,60,,,,,
0.6069,3.2327933311462402,1.98460639127046e-05,0.00779423226812159,80,,,,,
0.5221,2.0637989044189453,1.980709275136399e-05,0.009742790335151987,100,,,,,
0.5584,2.462632417678833,1.9768121590023383e-05,0.011691348402182385,120,,,,,
0.4804,4.394667148590088,1.972915042868278e-05,0.013639906469212782,140,,,,,
0.4587,2.976086139678955,1.9690179267342168e-05,0.01558846453624318,160,,,,,
0.4995,2.6330482959747314,1.965120810600156e-05,0.017537022603273576,180,,,,,
0.6592,3.5717270374298096,1.9612236944660952e-05,0.019485580670303974,200,,,,,
0.5844,3.025073766708374,1.9573265783320344e-05,0.021434138737334373,220,,,,,
0.5196,2.872746706008911,1.9534294621979736e-05,0.02338269680436477,240,,,,,
0.5515,2.704721689224243,1.9495323460639128e-05,0.02533125487139517,260,,,,,
0.4965,4.396733283996582,1.945635229929852e-05,0.027279812938425563,280,,,,,
0.617,5.116116046905518,1.9417381137957912e-05,0.02922837100545596,300,,,,,
0.5491,3.6648805141448975,1.9378409976617305e-05,0.03117692907248636,320,,,,,
0.5284,4.558084487915039,1.9339438815276697e-05,0.033125487139516754,340,,,,,
0.461,4.026031970977783,1.930046765393609e-05,0.03507404520654715,360,,,,,
0.5277,3.5440757274627686,1.926149649259548e-05,0.03702260327357755,380,,,,,
0.5232,2.186753511428833,1.9222525331254873e-05,0.03897116134060795,400,,,,,
0.549,9.377571105957031,1.9183554169914265e-05,0.04091971940763835,420,,,,,
0.5758,6.072168827056885,1.9144583008573657e-05,0.042868277474668745,440,,,,,
0.5589,2.784548044204712,1.910561184723305e-05,0.04481683554169914,460,,,,,
0.4631,9.38107967376709,1.906664068589244e-05,0.04676539360872954,480,,,,,
0.4514,5.876900672912598,1.9027669524551833e-05,0.04871395167575994,500,,,,,
0.5848,4.989835739135742,1.8988698363211226e-05,0.05066250974279034,520,,,,,
0.5404,3.3415162563323975,1.8949727201870618e-05,0.052611067809820736,540,,,,,
0.5055,3.7547943592071533,1.891075604053001e-05,0.05455962587685113,560,,,,,
0.5288,3.0469000339508057,1.8871784879189402e-05,0.056508183943881525,580,,,,,
0.4899,5.922892093658447,1.8832813717848794e-05,0.05845674201091192,600,,,,,
0.4487,7.237975597381592,1.8793842556508186e-05,0.06040530007794232,620,,,,,
0.5071,6.385786533355713,1.8754871395167578e-05,0.06235385814497272,640,,,,,
0.4613,3.1775195598602295,1.871590023382697e-05,0.06430241621200312,660,,,,,
0.5196,4.285322189331055,1.867692907248636e-05,0.06625097427903351,680,,,,,
0.5598,9.884671211242676,1.8637957911145754e-05,0.0681995323460639,700,,,,,
0.5701,3.931906223297119,1.8598986749805147e-05,0.0701480904130943,720,,,,,
0.4353,5.180022239685059,1.856001558846454e-05,0.0720966484801247,740,,,,,
0.4387,7.09934139251709,1.852104442712393e-05,0.0740452065471551,760,,,,,
0.5217,7.831386566162109,1.8482073265783323e-05,0.0759937646141855,780,,,,,
0.5037,10.54027271270752,1.8443102104442715e-05,0.0779423226812159,800,,,,,
0.5942,6.1148271560668945,1.8404130943102104e-05,0.0798908807482463,820,,,,,
0.5162,3.703958511352539,1.83651597817615e-05,0.0818394388152767,840,,,,,
0.5,4.101257801055908,1.832618862042089e-05,0.08378799688230709,860,,,,,
0.5109,8.541781425476074,1.8287217459080283e-05,0.08573655494933749,880,,,,,
0.5424,4.462017059326172,1.8248246297739672e-05,0.08768511301636789,900,,,,,
0.4462,2.4128777980804443,1.8209275136399068e-05,0.08963367108339829,920,,,,,
0.4442,14.095393180847168,1.817030397505846e-05,0.09158222915042868,940,,,,,
0.4962,7.241194248199463,1.8131332813717852e-05,0.09353078721745908,960,,,,,
0.4663,8.32611083984375,1.809236165237724e-05,0.09547934528448948,980,,,,,
0.5063,4.279643535614014,1.8053390491036636e-05,0.09742790335151988,1000,,,,,
0.4803,13.290582656860352,1.8014419329696028e-05,0.09937646141855028,1020,,,,,
0.4662,5.194751262664795,1.7975448168355417e-05,0.10132501948558068,1040,,,,,
0.4962,1.6555824279785156,1.793647700701481e-05,0.10327357755261107,1060,,,,,
0.5091,4.880890369415283,1.7897505845674204e-05,0.10522213561964147,1080,,,,,
0.4357,2.8650615215301514,1.7858534684333597e-05,0.10717069368667187,1100,,,,,
0.46,1.7114750146865845,1.7819563522992985e-05,0.10911925175370225,1120,,,,,
0.5329,5.123614311218262,1.7780592361652377e-05,0.11106780982073265,1140,,,,,
0.501,3.861159086227417,1.7741621200311773e-05,0.11301636788776305,1160,,,,,
0.4381,7.0331268310546875,1.770265003897116e-05,0.11496492595479345,1180,,,,,
0.5006,10.22813892364502,1.7663678877630554e-05,0.11691348402182385,1200,,,,,
0.3975,5.042480945587158,1.7624707716289946e-05,0.11886204208885424,1220,,,,,
0.4524,3.0658297538757324,1.758573655494934e-05,0.12081060015588464,1240,,,,,
0.3908,2.5299086570739746,1.754676539360873e-05,0.12275915822291504,1260,,,,,
0.5339,6.345558166503906,1.7507794232268122e-05,0.12470771628994544,1280,,,,,
0.4713,12.730552673339844,1.7468823070927514e-05,0.12665627435697585,1300,,,,,
0.4591,2.420370101928711,1.7429851909586906e-05,0.12860483242400625,1320,,,,,
0.4016,3.070683002471924,1.73908807482463e-05,0.13055339049103662,1340,,,,,
0.4736,11.432387351989746,1.735190958690569e-05,0.13250194855806702,1360,,,,,
0.5089,1.5710638761520386,1.7312938425565083e-05,0.13445050662509742,1380,,,,,
0.478,11.226751327514648,1.7273967264224475e-05,0.1363990646921278,1400,,,,,
0.4137,2.1734747886657715,1.7234996102883867e-05,0.1383476227591582,1420,,,,,
0.4971,1.8420265913009644,1.719602494154326e-05,0.1402961808261886,1440,,,,,
0.4244,5.251336574554443,1.715705378020265e-05,0.142244738893219,1460,,,,,
0.4009,9.65963363647461,1.7118082618862043e-05,0.1441932969602494,1480,,,,,
0.4025,3.5906786918640137,1.7079111457521435e-05,0.1461418550272798,1500,,,,,
0.4919,13.14706802368164,1.7040140296180827e-05,0.1480904130943102,1520,,,,,
0.4372,4.7695183753967285,1.700116913484022e-05,0.1500389711613406,1540,,,,,
0.3818,0.6908661723136902,1.696219797349961e-05,0.151987529228371,1560,,,,,
0.4561,3.8885438442230225,1.6923226812159004e-05,0.1539360872954014,1580,,,,,
0.4374,4.841402530670166,1.6884255650818396e-05,0.1558846453624318,1600,,,,,
0.415,4.232117652893066,1.6845284489477788e-05,0.1578332034294622,1620,,,,,
0.5692,6.1216959953308105,1.680631332813718e-05,0.1597817614964926,1640,,,,,
0.4736,6.820387363433838,1.6767342166796572e-05,0.161730319563523,1660,,,,,
0.4629,7.303037643432617,1.6728371005455964e-05,0.1636788776305534,1680,,,,,
0.4058,5.0114569664001465,1.6689399844115356e-05,0.16562743569758379,1700,,,,,
0.3789,2.93918776512146,1.665042868277475e-05,0.16757599376461418,1720,,,,,
0.5255,10.38611888885498,1.661145752143414e-05,0.16952455183164458,1740,,,,,
0.4313,6.269182205200195,1.6572486360093533e-05,0.17147310989867498,1760,,,,,
0.4535,2.80612850189209,1.6533515198752925e-05,0.17342166796570538,1780,,,,,
0.5218,6.608574867248535,1.6494544037412317e-05,0.17537022603273578,1800,,,,,
0.4028,2.115156888961792,1.645557287607171e-05,0.17731878409976617,1820,,,,,
0.5479,6.312392711639404,1.64166017147311e-05,0.17926734216679657,1840,,,,,
0.433,12.62679672241211,1.6377630553390493e-05,0.18121590023382697,1860,,,,,
0.4682,8.708874702453613,1.6338659392049885e-05,0.18316445830085737,1880,,,,,
0.434,18.076904296875,1.6299688230709277e-05,0.18511301636788777,1900,,,,,
0.4328,19.42725372314453,1.626071706936867e-05,0.18706157443491817,1920,,,,,
0.4388,5.978989601135254,1.622174590802806e-05,0.18901013250194856,1940,,,,,
0.4301,18.415042877197266,1.6182774746687454e-05,0.19095869056897896,1960,,,,,
0.3599,4.522026538848877,1.6143803585346846e-05,0.19290724863600936,1980,,,,,
0.4667,11.253952980041504,1.6104832424006234e-05,0.19485580670303976,2000,,,,,
0.4786,6.037796974182129,1.606586126266563e-05,0.19680436477007016,2020,,,,,
0.3571,2.075218677520752,1.6026890101325022e-05,0.19875292283710055,2040,,,,,
0.431,6.520636081695557,1.5987918939984414e-05,0.20070148090413095,2060,,,,,
0.4426,2.8488283157348633,1.5948947778643803e-05,0.20265003897116135,2080,,,,,
0.4406,13.811864852905273,1.59099766173032e-05,0.20459859703819175,2100,,,,,
0.4441,4.622565269470215,1.587100545596259e-05,0.20654715510522215,2120,,,,,
0.4014,6.801398754119873,1.583203429462198e-05,0.20849571317225254,2140,,,,,
0.5475,16.010793685913086,1.579306313328137e-05,0.21044427123928294,2160,,,,,
0.4373,6.040689945220947,1.5754091971940767e-05,0.21239282930631334,2180,,,,,
0.4257,2.279022693634033,1.571512081060016e-05,0.21434138737334374,2200,,,,,
0.4486,2.859037399291992,1.5676149649259548e-05,0.2162899454403741,2220,,,,,
0.4812,3.374086618423462,1.563717848791894e-05,0.2182385035074045,2240,,,,,
0.4451,14.822019577026367,1.5598207326578335e-05,0.2201870615744349,2260,,,,,
0.4039,3.927208185195923,1.5559236165237724e-05,0.2221356196414653,2280,,,,,
0.4282,1.809234380722046,1.5520265003897116e-05,0.2240841777084957,2300,,,,,
0.4635,6.517709255218506,1.5481293842556508e-05,0.2260327357755261,2320,,,,,
0.4545,4.515540599822998,1.5442322681215904e-05,0.2279812938425565,2340,,,,,
0.3522,8.73991870880127,1.5403351519875292e-05,0.2299298519095869,2360,,,,,
0.4325,9.183070182800293,1.5364380358534684e-05,0.2318784099766173,2380,,,,,
0.6113,9.839561462402344,1.5325409197194076e-05,0.2338269680436477,2400,,,,,
0.4279,11.44450569152832,1.5286438035853472e-05,0.2357755261106781,2420,,,,,
0.3984,12.205684661865234,1.5247466874512862e-05,0.2377240841777085,2440,,,,,
0.4026,11.156454086303711,1.5208495713172253e-05,0.2396726422447389,2460,,,,,
0.402,11.972442626953125,1.5169524551831645e-05,0.24162120031176929,2480,,,,,
0.4424,3.2944140434265137,1.5130553390491039e-05,0.24356975837879968,2500,,,,,
